"Women Environmental Programme (WEP) in collaboration with the National Bureau of Statistics (NBS), with the support from Open Knowledge International (OKI), under the African Open Data Collaboration Fund is conducting a survey in three(3) Area Councils of the Federal Capital Territory, Abuja - AMAC, Gwagwalada, and Kuje Area Councils. The aim of this survey is to gather relevant information that will be used to promote effective budget administration, transparent and accountable local governance of the three Area Councils.",COMMUNITY/Area Council,COMMUNITY/Ward,COMMUNITY/Community,COMMUNITY/Sector,GENERAL INFORMATION/Role in community,GENERAL INFORMATION/Please specify respondent's role in communty,GENERAL INFORMATION/Sex,GENERAL INFORMATION/Age (in completed years),GENERAL INFORMATION/Marital Status,GENERAL INFORMATION/Occupation,GENERAL INFORMATION/Please specify respondent's occupation,GENERAL INFORMATION/Physical Challenge,GENERAL INFORMATION/Kind of Physical Challenge,GENERAL INFORMATION/Kind of Physical Challenge/Blind,GENERAL INFORMATION/Kind of Physical Challenge/Deaf,GENERAL INFORMATION/Kind of Physical Challenge/Cripple,GENERAL INFORMATION/Kind of Physical Challenge/Dumb,GENERAL INFORMATION/Kind of Physical Challenge/Other (please specify),GENERAL INFORMATION/Kind of Physical Challenge/Amputee,GENERAL INFORMATION/Please specify respondent's other physical challenge,GENERAL INFORMATION/How could respondent's existence in this community be described?,GENERAL INFORMATION/How long has respondent lived in this community?,GENERAL INFORMATION/How many months has respondent lived in this community?,ROADS/What is the condition of road(s) in the community?,ROADS/How does the condition of roads affect the community? (tick all the apply),ROADS/How does the condition of roads affect the community? (tick all the apply)/Transport fare in and out of community is too high,ROADS/How does the condition of roads affect the community? (tick all the apply)/Movement in and out of community is easy and convenient,ROADS/How does the condition of roads affect the community? (tick all the apply)/Too many accidents on journeys in and out of community,ROADS/How does the condition of roads affect the community? (tick all the apply)/Movement in and out of community is difficult and inconvenient,ELECTRICITY/Is there public power supply to the community?,ELECTRICITY/What are the other sources of electricity in the community?,ELECTRICITY/How many hours of public power supply do you have daily in your community?,ELECTRICITY/Which one of the following is most affected by the condition of power supply in the community?,WATER SUPPLY/Is the community served by public water supply?,WATER SUPPLY/What are the other sources of water supply in the community? (tick all that apply),WATER SUPPLY/What are the other sources of water supply in the community? (tick all that apply)/Water vendors,WATER SUPPLY/What are the other sources of water supply in the community? (tick all that apply)/Private boreholes,WATER SUPPLY/What are the other sources of water supply in the community? (tick all that apply)/Hand-dug wells,WATER SUPPLY/What are the other sources of water supply in the community? (tick all that apply)/Stream,WATER SUPPLY/What are the other sources of water supply in the community? (tick all that apply)/Harvested rain water,WATER SUPPLY/Which one of the following is most impacted by the condition of water supply in the community?,WATER SUPPLY/State what is most impacted  by the condition of water supply in the community,HEALTHCARE FACILITY/Does the community have any healthcare facility?,HEALTHCARE FACILITY/What type of healthcare facilities are within the community? (tick all that apply),HEALTHCARE FACILITY/What type of healthcare facilities are within the community? (tick all that apply)/Private Hospitals/Clinics,HEALTHCARE FACILITY/What type of healthcare facilities are within the community? (tick all that apply)/Public Primary Healthcare Facilities,HEALTHCARE FACILITY/What type of healthcare facilities are within the community? (tick all that apply)/Herbal Homes/Traditional Birth Attendance,HEALTHCARE FACILITY/What type of healthcare facilities are within the community? (tick all that apply)/Teaching Hospitals,HEALTHCARE FACILITY/What type of healthcare facilities are within the community? (tick all that apply)/Specialist Hospitals/General Hospitals/Comprehensive Health Centres,HEALTHCARE FACILITY/What type of healthcare facilities are within the community? (tick all that apply)/Maternity Health Centres/Dispensaries,HEALTHCARE FACILITY/Are the public healthcare facilities functional?,HEALTHCARE FACILITY/How does it affect the community? (tick all that apply),HEALTHCARE FACILITY/How does it affect the community? (tick all that apply)/Increase in health complications,HEALTHCARE FACILITY/How does it affect the community? (tick all that apply)/Residents go out of the community to access basic health services,HEALTHCARE FACILITY/How does it affect the community? (tick all that apply)/Other (please specify),What other effect does non-functional public healthcare facilities have on the community?,EDUCATION/Does the community have any educational institution?,EDUCATION/Which of these institutions is within the community? (tick all that apply),EDUCATION/Which of these institutions is within the community? (tick all that apply)/Colleges of Education/Teacher Training Institutes,EDUCATION/Which of these institutions is within the community? (tick all that apply)/Private Primary Schools,EDUCATION/Which of these institutions is within the community? (tick all that apply)/Private Nursery Schools,EDUCATION/Which of these institutions is within the community? (tick all that apply)/Private Secondary Schools,EDUCATION/Which of these institutions is within the community? (tick all that apply)/Public Nursery Schools,EDUCATION/Which of these institutions is within the community? (tick all that apply)/Public Primary Schools,EDUCATION/Which of these institutions is within the community? (tick all that apply)/Universities/Polytechnics/Research Institutions,EDUCATION/Which of these institutions is within the community? (tick all that apply)/Public Secondary Schools,EDUCATION/Which of these institutions is within the community? (tick all that apply)/Other (please specify),EDUCATION/Which other educational institutions are within the community?,EDUCATION/How does the absence of educational institutions affect the community? (tick all that apply),EDUCATION/How does the absence of educational institutions affect the community? (tick all that apply)/Children in the community go long distances to other communities,EDUCATION/How does the absence of educational institutions affect the community? (tick all that apply)/Additional cost of education,EDUCATION/How does the absence of educational institutions affect the community? (tick all that apply)/Increased exposure of children/wards to danger,WASTE MANAGEMENT/Is there waste management system within the community?,WASTE MANAGEMENT/Who manages the wastes generated within the community?,WASTE MANAGEMENT/How does the absence of waste management affect the community? (tick all that apply),"WASTE MANAGEMENT/How does the absence of waste management affect the community? (tick all that apply)/Prevalence of sanitation related diseases such as cholera, malaria, typhoid, diarrhea etc","WASTE MANAGEMENT/How does the absence of waste management affect the community? (tick all that apply)/High incidence of injury caused by solid waste like metal scraps, broken bottles etc",WASTE MANAGEMENT/How does the absence of waste management affect the community? (tick all that apply)/Other (please specify),WASTE MANAGEMENT/How does the absence of waste management affect the community? (tick all that apply)/Offensive odour from dumpsites and gutters,What other effect does the absence of waste management have on the community?,MARKETS/SERVICES/What types of services are available within the community? (tick all that apply),MARKETS/SERVICES/What types of services are available within the community? (tick all that apply)/Supermarkets/Departmental Stores,MARKETS/SERVICES/What types of services are available within the community? (tick all that apply)/Hair Styling/Tailoring,"MARKETS/SERVICES/What types of services are available within the community? (tick all that apply)/Business Centres (with photocopying/typing facilities & cyber cafe services, etc)",MARKETS/SERVICES/What types of services are available within the community? (tick all that apply)/Other (please specify),MARKETS/SERVICES/What types of services are available within the community? (tick all that apply)/Scheduled Markets,MARKETS/SERVICES/What types of services are available within the community? (tick all that apply)/Fast Food Joint/Restaurant/Canteen,MARKETS/SERVICES/What types of services are available within the community? (tick all that apply)/Daily Markets,MARKETS/SERVICES/What types of services are available within the community? (tick all that apply)/Mobile Telephone Services,MARKETS/SERVICES/What other type of services are available within the community?,MARKETS/SERVICES/Are markets available within the community?,MARKETS/SERVICES/What types of facilities are available within the market in the community? (tick all that apply),MARKETS/SERVICES/What types of facilities are available within the market in the community? (tick all that apply)/Toilet,MARKETS/SERVICES/What types of facilities are available within the market in the community? (tick all that apply)/Electricity,MARKETS/SERVICES/What types of facilities are available within the market in the community? (tick all that apply)/Access road,MARKETS/SERVICES/What types of facilities are available within the market in the community? (tick all that apply)/Waste refuse dump,MARKETS/SERVICES/What types of facilities are available within the market in the community? (tick all that apply)/Motor park,MARKETS/SERVICES/What types of facilities are available within the market in the community? (tick all that apply)/Other (please specify),MARKETS/SERVICES/What other facilities are available within the market?,MARKETS/SERVICES/How does the absence of markets affect the community? (tick all that apply),MARKETS/SERVICES/How does the absence of markets affect the community? (tick all that apply)/Petty traders in the community spend more in taking wares to other markets,MARKETS/SERVICES/How does the absence of markets affect the community? (tick all that apply)/Small-scale businesses have high patronage,MARKETS/SERVICES/How does the absence of markets affect the community? (tick all that apply)/Small-scale businesses have low patronage,MARKETS/SERVICES/How does the absence of markets affect the community? (tick all that apply)/Members travel long distances to buy common goods,COMMUNICATION/Does the community have MTN reception signal in the community?,COMMUNICATION/Describe the signal strength of MTN network in your community.,COMMUNICATION/Does the community have Glo reception signal in the community?,COMMUNICATION/Describe the signal strength of Glo network in your community.,COMMUNICATION/Does the community have Etisalat reception signal in the community?,COMMUNICATION/Describe the signal strength of Etisalat network in your community.,COMMUNICATION/Does the community have Airtel reception signal in the community?,COMMUNICATION/Describe the signal strength of Airtel network in your community.,COMMUNICATION/Does the community have Visafone reception signal in the community?,COMMUNICATION/Describe the signal strength of Visafone network in your community.,COMMUNICATION/Does the community have another communication network aside those listed above?,COMMUNICATION/State the name of the other communication network in community.,COMMUNICATION/Describe the signal strength of ${Other_Network_Name} network in your community.,BUDGET ADMINISTRATION/Is community involved in Area Council's budgeting process?,"BUDGET ADMINISTRATION/Does the community have  access to the budget document of Nigeria, FCT or your Area Council?","BUDGET ADMINISTRATION/Is the respondent aware of any project in the community that is captured in Nigeria, FCT or Aea Council's Budget?",BUDGET ADMINISTRATION/State the project,BUDGET ADMINISTRATION/How does your community ensure that projects captured in the budget are effectively implemented? (tick all that apply),BUDGET ADMINISTRATION/How does your community ensure that projects captured in the budget are effectively implemented? (tick all that apply)/Get media attention,BUDGET ADMINISTRATION/How does your community ensure that projects captured in the budget are effectively implemented? (tick all that apply)/Ask questions to relevant people or organisations concerned,BUDGET ADMINISTRATION/How does your community ensure that projects captured in the budget are effectively implemented? (tick all that apply)/Monitor implementation,BUDGET ADMINISTRATION/How does your community ensure that projects captured in the budget are effectively implemented? (tick all that apply)/Do nothing,BUDGET ADMINISTRATION/How does the community get their needs into the Area Council Budgets? (tick all that apply),BUDGET ADMINISTRATION/How does the community get their needs into the Area Council Budgets? (tick all that apply)/Other (please specify),BUDGET ADMINISTRATION/How does the community get their needs into the Area Council Budgets? (tick all that apply)/Community writes to Area Councils stating their needs,BUDGET ADMINISTRATION/How does the community get their needs into the Area Council Budgets? (tick all that apply)/Community consultations are organised by Area Council prior to budget preparation,BUDGET ADMINISTRATION/What other ways does the community use to get their needs into the Area Council Budgets?,BUDGET ADMINISTRATION/Is there any project in the community you know which came about due to community's request to the Area Council?,BUDGET ADMINISTRATION/State the project,"BUDGET ADMINISTRATION/Has there been any community/constituency briefing or consultation by Councillors, or Area Council Executives regarding development in the community?",BUDGET ADMINISTRATION/How long since the last briefing/consultation?,BUDGET ADMINISTRATION/Is there a Community Development Association (CDA) in the community?,BUDGET ADMINISTRATION/How does the Community Development Association work with Area Council to develop the community?,BUDGET ADMINISTRATION/How does the Community Development Association work with Area Council to develop the community?/CDA has never contacted Area Councils on community's development,BUDGET ADMINISTRATION/How does the Community Development Association work with Area Council to develop the community?/CDA officials write to Area Councils on community's development needs,BUDGET ADMINISTRATION/How does the Community Development Association work with Area Council to develop the community?/Are Councils initiates meetings with CDA annually,BUDGET ADMINISTRATION/How does the Community Development Association work with Area Council to develop the community?/Officials of CDA regularly initiate meetings with Area Council Officials,BUDGET ADMINISTRATION/How does the Community Development Association work with Area Council to develop the community?/Other (please specify),BUDGET ADMINISTRATION/What other ways does the Community Development Association work with Area Council?,BUDGET ADMINISTRATION/What is the gender composition of the CDA?,BUDGET ADMINISTRATION/What facility or service can you say is of priority need to your community?,BUDGET ADMINISTRATION/What other facility or service is of priority need to your community?,GPS Location of Community,FINALISE/_GPS Location of Community_latitude,FINALISE/_GPS Location of Community_longitude,FINALISE/_GPS Location of Community_altitude,FINALISE/_GPS Location of Community_precision,start,end,today,__version__,_id,_uuid,_submission_time,_index,,,,,
,Kuje,Kuje,Lowcost,Urban,Ordinary Member,,Male,28,Single,Business,,No,,,,,,,,,Migrated here,6 - 10 years,,Graded,Movement in and out of community is easy and convenient,0,1,0,0,Yes,,1 - 6,Commercial activities,No,Water vendors,1,0,0,0,0,A lot of money is spent on buying water from vendors,,Yes,Private Hospitals/Clinics,1,0,0,0,0,0,No,Residents go out of the community to access basic health services,0,1,0,,Yes,Private Nursery Schools Private Primary Schools Private Secondary Schools,0,1,1,1,0,0,0,0,0,,,,,,Yes,No waste management services,,,,,,,"Supermarkets/Departmental Stores Business Centres (with photocopying/typing facilities & cyber cafe services, etc) Hair Styling/Tailoring Fast Food Joint/Restaurant/Canteen",1,1,1,0,0,1,0,0,,No,,,,,,,,,Members travel long distances to buy common goods Small-scale businesses have high patronage,0,1,0,1,Yes,Weak,Yes,Strong,Yes,Weak,Yes,Strong,No,,No,,,Don't know,No,Don't know,,Do nothing,0,0,0,1,Other (please specify),1,0,0,Respondent unaware,Don't know,,No,,No,,,,,,,,,Power,,8.879726666666667 7.237 339.0 5.0,8.879726666666667,7.237,339.0,5.0,2016-08-01T13:07:45.630+01,2016-08-01T13:24:53.945+01,2016-08-01,1804606,1383953,c57a766b-8a17-45d7-9e16-1baf33507f1a,2016-08-01T19:22:12,54,1,1,1,1,1
,Kuje,Kuje,Kuje central,Urban,Other (please specify),Secretary to the Chief of Gomo,Male,50,Married,Civil service,,No,,,,,,,,,Migrated here,26 - 30 years,,Tarred/graded but dilapidated,Movement in and out of community is difficult and inconvenient,0,0,0,1,Yes,,13 - 18,Commercial activities,No,Private boreholes Water vendors,1,1,0,0,0,No/low incidence of water-borne diseases because of good water source,,Yes,Specialist Hospitals/General Hospitals/Comprehensive Health Centres Private Hospitals/Clinics Public Primary Healthcare Facilities,1,1,0,0,1,0,Yes,,,,,,Yes,Public Nursery Schools Private Nursery Schools Public Primary Schools Private Primary Schools Public Secondary Schools Private Secondary Schools,0,1,1,1,1,1,0,1,0,,,,,,No,,Offensive odour from dumpsites and gutters,0,0,0,1,,"Supermarkets/Departmental Stores Daily Markets Scheduled Markets Mobile Telephone Services Business Centres (with photocopying/typing facilities & cyber cafe services, etc) Hair Styling/Tailoring Fast Food Joint/Restaurant/Canteen",1,1,1,0,1,1,1,1,,Yes,Access road Electricity Toilet Motor park,1,1,1,0,1,0,,,,,,,Yes,Strong,Yes,Strong,Yes,Strong,Yes,Strong,Yes,Strong,No,,,Yes,Yes,Yes,Kuje Apo road.,Monitor implementation,0,0,1,0,Community writes to Area Councils stating their needs,0,1,0,,Yes,Kuje Gwagwadala road,No,,Yes,Other (please specify),0,0,0,0,1,Works Directly with community.,Men and women,Access road,,8.878021666666665 7.229156666666667 327.9 3.9,8.878021666666665,7.229156666666667,327.9,3.9,2016-08-01T13:53:36.569+01,2016-08-01T15:39:59.681+01,2016-08-01,1804606,1383958,2f50dedf-9a20-4685-acae-de95794788d4,2016-08-01T19:24:54,55,1,1,1,1,1
,Kuje,Chibiri,Passali,Rural,Ordinary Member,,Female,35,Married,Business,,No,,,,,,,,,Migrated here,11 - 15 years,,Non-graded,Movement in and out of community is easy and convenient,0,1,0,0,Yes,,1 - 6,Commercial activities,Yes,,,,,,,A lot of money is spent on buying water from vendors,,Yes,Private Hospitals/Clinics,1,0,0,0,0,0,No,Residents go out of the community to access basic health services Other (please specify),0,1,1,They spend much on private hospitals,Yes,Public Nursery Schools Private Nursery Schools Public Primary Schools Private Primary Schools Public Secondary Schools Private Secondary Schools,0,1,1,1,1,1,0,1,0,,,,,,No,,Offensive odour from dumpsites and gutters,0,0,0,1,,"Supermarkets/Departmental Stores Daily Markets Mobile Telephone Services Business Centres (with photocopying/typing facilities & cyber cafe services, etc) Hair Styling/Tailoring Fast Food Joint/Restaurant/Canteen",1,1,1,0,0,1,1,1,,No,,,,,,,,,Members travel long distances to buy common goods Small-scale businesses have high patronage,0,1,0,1,Yes,Strong,Yes,Strong,Yes,Strong,Yes,Strong,No,,No,,,Don't know,No,Don't know,,Do nothing,0,0,0,1,Other (please specify),1,0,0,Respondent unaware,Don't know,,Don't know,,No,,,,,,,,,Water,,8.882941666666666 7.215326666666666 382.4 4.6,8.882941666666666,7.215326666666666,382.4,4.6,2016-08-01T16:11:06.343+01,2016-08-01T20:13:31.507+01,2016-08-01,1804606,1383968,2e515235-570b-4872-b241-67e17cba5c93,2016-08-01T19:30:06,56,1,1,1,1,1
,Kuje,Chibiri,Passali,Rural,Other (please specify),Secretary to the chief of passali,Male,37,Married,Civil service,,No,,,,,,,,,Born here,30+ years,,Non-graded,Movement in and out of community is difficult and inconvenient Transport fare in and out of community is too high,1,0,0,1,Yes,,7 - 12,Commercial activities,No,Private boreholes Water vendors,1,1,0,0,0,A lot of money is spent on buying water from vendors,,No,Private Hospitals/Clinics,1,0,0,0,0,0,No,Residents go out of the community to access basic health services Increase in health complications Other (please specify),1,1,1,They go to private healthcare which cost more,Yes,Public Nursery Schools Private Nursery Schools Public Primary Schools Private Primary Schools Public Secondary Schools,0,1,1,0,1,1,0,1,0,,,,,,No,,Offensive odour from dumpsites and gutters Other (please specify),0,0,1,1,Pollutes the environment and affects food,"Supermarkets/Departmental Stores Daily Markets Mobile Telephone Services Business Centres (with photocopying/typing facilities & cyber cafe services, etc) Hair Styling/Tailoring Fast Food Joint/Restaurant/Canteen",1,1,1,0,0,1,1,1,,Yes,Other (please specify),0,0,0,0,0,1,They use generators,,,,,,Yes,Strong,Yes,Strong,Yes,Strong,Yes,Strong,No,,No,,,No,No,No,,Do nothing,0,0,0,1,Community writes to Area Councils stating their needs,0,1,0,,Yes,Borehole project of past administration,No,,Yes,CDA officials write to Area Councils on community's development needs,0,1,0,0,0,,More men than women,Primary healthcare facility,,8.882863333333335 7.215021666666667 293.2 4.8,8.882863333333335,7.215021666666667,293.2,4.8,2016-08-01T15:47:48.646+01,2016-08-01T20:12:27.112+01,2016-08-01,1804606,1384010,79c096d6-fef9-4b60-b6be-a6a754c0e03a,2016-08-01T19:35:24,57,1,1,1,1,1
,Abuja Municipal Area Council,Garki,Garki village,Rural,Ordinary Member,,Female,18,Single,Student,,No,,,,,,,,,Born here,16 - 20 years,,Non-graded,Movement in and out of community is difficult and inconvenient,0,0,0,1,Yes,,24,Commercial activities,No,Private boreholes Water vendors,1,1,0,0,0,A lot of money is spent on buying water from vendors,,Yes,Public Primary Healthcare Facilities,0,1,0,0,0,0,Yes,,,,,,Yes,Public Nursery Schools Private Nursery Schools Public Primary Schools Public Secondary Schools,0,0,1,0,1,1,0,1,0,,,,,,Yes,Private Sector,,,,,,,"Supermarkets/Departmental Stores Daily Markets Mobile Telephone Services Business Centres (with photocopying/typing facilities & cyber cafe services, etc) Hair Styling/Tailoring Fast Food Joint/Restaurant/Canteen",1,1,1,0,0,1,1,1,,Yes,Access road Electricity Toilet Motor park,1,1,1,0,1,0,,,,,,,Yes,Strong,Yes,Strong,Yes,Strong,Yes,Strong,No,,No,,,Don't know,No,No,,Monitor implementation,0,0,1,0,Other (please specify),1,0,0,No idea,Yes,Road,No,,Yes,Officials of CDA regularly initiate meetings with Area Council Officials,0,0,0,1,0,,Men and women,Access road,,9.02063065 7.48725789 522.7999877929688 5.0,9.02063065,7.48725789,522.7999877929688,5.0,2016-08-01T09:59:18.263+01,2016-08-01T20:31:05.326+01,2016-08-01,1804606,1384019,a625868b-8ee2-4cb3-83ec-b6a5d907d5b7,2016-08-01T19:44:07,58,1,1,1,1,1
,Abuja Municipal Area Council,City Centre,Aso villa,Urban,Ordinary Member,,Male,45,Married,Civil service,,No,,,,,,,,,Migrated here,16 - 20 years,,Fully tarred,Movement in and out of community is easy and convenient,0,1,0,0,Yes,,19 - 23,Household management,Yes,,,,,,,Access to water ensures punctuality to school or workplace,,No,Herbal Homes/Traditional Birth Attendance,0,0,1,0,0,0,No,Residents go out of the community to access basic health services,0,1,0,,No,,,,,,,,,,,,Children in the community go long distances to other communities Increased exposure of children/wards to danger,1,0,1,Yes,Government,,,,,,,Other (please specify),0,0,0,1,0,0,0,0,Kiosk,No,,,,,,,,,Members travel long distances to buy common goods Small-scale businesses have high patronage,0,1,0,1,Yes,Weak,Yes,Strong,Yes,Strong,Yes,Strong,Yes,Weak,No,,,Don't know,Yes,Yes,Water,Monitor implementation,0,0,1,0,Community writes to Area Councils stating their needs,0,1,0,,Yes,Water,No,,No,,,,,,,,,Public primary school,,9.05411804 7.51796538 547.2999877929688 5.0,9.05411804,7.51796538,547.2999877929688,5.0,2016-08-01T10:58:32.026+01,2016-08-01T20:35:24.121+01,2016-08-01,1804606,1384020,37220440-e6fe-44f3-88bd-a0625d93c3d5,2016-08-01T19:44:37,59,1,1,1,1,1
,Abuja Municipal Area Council,Kabusa,Kabusa,Rural,Community Head,,Male,62,Married,Farming,,No,,,,,,,,,Born here,30+ years,,Tarred/graded but dilapidated,Movement in and out of community is difficult and inconvenient Transport fare in and out of community is too high,1,0,0,1,Yes,,1 - 6,Household management,No,Private boreholes Water vendors Hand-dug wells,1,1,1,0,0,Search for water hampers punctuality to school or workplace,,Yes,Private Hospitals/Clinics Public Primary Healthcare Facilities,1,1,0,0,0,0,Yes,,,,,,Yes,Public Nursery Schools Private Nursery Schools Public Primary Schools Public Secondary Schools Private Secondary Schools,0,0,1,1,1,1,0,1,0,,,,,,No,,"High incidence of injury caused by solid waste like metal scraps, broken bottles etc Offensive odour from dumpsites and gutters Prevalence of sanitation related diseases such as cholera, malaria, typhoid, diarrhea etc",1,1,0,1,,"Supermarkets/Departmental Stores Daily Markets Mobile Telephone Services Business Centres (with photocopying/typing facilities & cyber cafe services, etc) Hair Styling/Tailoring Fast Food Joint/Restaurant/Canteen",1,1,1,0,0,1,1,1,,Yes,Access road Motor park,0,0,1,0,1,0,,,,,,,Yes,Strong,Yes,Strong,Yes,Strong,Yes,Strong,Yes,Weak,No,,,Yes,Yes,No,,Monitor implementation,0,0,1,0,Community writes to Area Councils stating their needs,0,1,0,,Yes,"Road,schools,amenities",No,,Yes,CDA officials write to Area Councils on community's development needs Are Councils initiates meetings with CDA annually,0,1,1,0,0,,More men than women,Access road,,8.95131586 7.44404959 508.5 5.0,8.95131586,7.44404959,508.5,5.0,2016-08-01T13:04:19.632+01,2016-08-01T20:39:41.328+01,2016-08-01,1804606,1384022,fd6cc42f-d54b-426c-b809-ec0b82670eba,2016-08-01T19:45:54,60,1,1,1,1,1
,Abuja Municipal Area Council,Kabusa,Galadimawa,Rural,Ordinary Member,,Female,25,Single,Student,,No,,,,,,,,,Migrated here,16 - 20 years,,Non-graded,Movement in and out of community is difficult and inconvenient Transport fare in and out of community is too high,1,0,0,1,No,Generators,,Commercial activities,No,Private boreholes Water vendors Hand-dug wells,1,1,1,0,0,A lot of money is spent on buying water from vendors,,No,Herbal Homes/Traditional Birth Attendance,0,0,1,0,0,0,No,Residents go out of the community to access basic health services Increase in health complications,1,1,0,,Yes,Public Nursery Schools Private Nursery Schools Public Primary Schools Private Primary Schools Public Secondary Schools,0,1,1,0,1,1,0,1,0,,,,,,Yes,Private Sector,,,,,,,"Daily Markets Mobile Telephone Services Business Centres (with photocopying/typing facilities & cyber cafe services, etc) Hair Styling/Tailoring Fast Food Joint/Restaurant/Canteen",0,1,1,0,0,1,1,1,,Yes,Access road,0,0,1,0,0,0,,,,,,,Yes,Strong,Yes,Strong,Yes,Strong,Yes,Strong,Yes,Weak,No,,,Don't know,No,Don't know,,Monitor implementation,0,0,1,0,Community writes to Area Councils stating their needs,0,1,0,,No,,Don't know,,Yes,CDA officials write to Area Councils on community's development needs,0,1,0,0,0,,Men and women,Power,,8.990956 7.42672719 479.79998779296875 5.0,8.990956,7.42672719,479.79998779296875,5.0,2016-08-01T14:12:12.207+01,2016-08-01T20:42:29.737+01,2016-08-01,1804606,1384023,05e8cd63-c5f6-4ad2-9c59-831c3f70af3a,2016-08-01T19:46:28,61,1,1,1,1,1
,Kuje,Kuje,Kuje central,Urban,Ordinary Member,,Female,30,Married,Business,,No,,,,,,,,,Migrated here,6 - 10 years,,Non-graded,Movement in and out of community is difficult and inconvenient Transport fare in and out of community is too high,1,0,0,1,Yes,,7 - 12,Commercial activities,No,Private boreholes Water vendors,1,1,0,0,0,A lot of money is spent on buying water from vendors,,Yes,Specialist Hospitals/General Hospitals/Comprehensive Health Centres Private Hospitals/Clinics,1,0,0,0,1,0,Yes,,,,,,Yes,Public Nursery Schools Private Nursery Schools Public Primary Schools Private Primary Schools Public Secondary Schools Private Secondary Schools,0,1,1,1,1,1,0,1,0,,,,,,No,,Other (please specify),0,0,1,0,Flooding.,"Daily Markets Scheduled Markets Business Centres (with photocopying/typing facilities & cyber cafe services, etc) Hair Styling/Tailoring Fast Food Joint/Restaurant/Canteen",0,1,1,0,1,1,1,0,,Yes,Other (please specify),0,0,0,0,0,1,"Under construction
",,,,,,Yes,Strong,Yes,Strong,Yes,Strong,Yes,Strong,No,,No,,,Don't know,No,Don't know,,Do nothing,0,0,0,1,Other (please specify),1,0,0,Nothing,Don't know,,Don't know,,No,,,,,,,,,Power,,8.878566666666668 7.227683333333332 307.2 5.0,8.878566666666668,7.227683333333332,307.2,5.0,2016-08-01T14:40:15.346+01,2016-08-01T20:34:28.555+01,2016-08-01,1804606,1384116,f2f80f5a-a0dc-401d-bb8f-24143bea1bc2,2016-08-01T19:59:15,62,1,1,1,1,1
,Kuje,Kuje,Chibiri,Rural,Other (please specify),Head secretary ,Male,32,Married,Farming,,No,,,,,,,,,Born here,30+ years,,Non-graded,Movement in and out of community is difficult and inconvenient Transport fare in and out of community is too high,1,0,0,1,Yes,,24,Commercial activities,No,Private boreholes,0,1,0,0,0,High incidence of water-borne diseases because of bad water source,,Yes,Public Primary Healthcare Facilities,0,1,0,0,0,0,Yes,,,,,,Yes,Public Nursery Schools Private Nursery Schools Public Primary Schools Private Primary Schools,0,1,1,0,1,1,0,0,0,,,,,,No,,Offensive odour from dumpsites and gutters,0,0,0,1,,Hair Styling/Tailoring Fast Food Joint/Restaurant/Canteen,0,1,0,0,0,1,0,0,,No,,,,,,,,,Members travel long distances to buy common goods Petty traders in the community spend more in taking wares to other markets,1,0,0,1,No,,Yes,Strong,Yes,Weak,Yes,Strong,No,,No,,,Yes,No,Yes,Fadama,Ask questions to relevant people or organisations concerned,0,1,0,0,Community consultations are organised by Area Council prior to budget preparation,0,0,1,,Yes,"Primary healthcare
",No,,Yes,Officials of CDA regularly initiate meetings with Area Council Officials CDA officials write to Area Councils on community's development needs,0,1,0,1,0,,More men than women,Other (please specify),Secondary school,8.899325000000001 7.179365 251.8 4.9,8.899325000000001,7.179365,251.8,4.9,2016-08-01T16:53:13.368+01,2016-08-01T20:36:27.405+01,2016-08-01,1804606,1384126,32e56f6e-9cd1-4168-933a-71a83676f4a4,2016-08-01T20:09:00,63,1,1,1,1,1
,Abuja Municipal Area Council,Garki,Kpaduma II Asokro village FCT,Rural,Community Head,,Male,27,Married,Business,,No,,,,,,,,,Born here,26 - 30 years,,Non-graded,Movement in and out of community is difficult and inconvenient,0,0,0,1,Yes,,7 - 12,Commercial activities,No,Private boreholes Water vendors,1,1,0,0,0,High incidence of water-borne diseases because of bad water source,,Yes,Private Hospitals/Clinics,1,0,0,0,0,0,No,Residents go out of the community to access basic health services Increase in health complications,1,1,0,,No,,,,,,,,,,,,option_1 option_2 Increased exposure of children/wards to danger,0,0,1,Yes,Government,,,,,,,"Scheduled Markets option_4 Business Centres (with photocopying/typing facilities & cyber cafe services, etc) Hair Styling/Tailoring Fast Food Joint/Restaurant/Canteen",0,1,1,0,1,1,0,0,,No,,,,,,,,,Members travel long distances to buy common goods Petty traders in the community spend more in taking wares to other markets Small-scale businesses have high patronage,1,1,0,1,option_1,Strong,option_1,Strong,option_1,Strong,option_1,Strong,option_2,,No,,,Yes,No,Yes,Electricity supply,Monitor implementation Ask questions to relevant people or organisations concerned,0,1,1,0,Community writes to Area Councils stating their needs,0,1,0,,Yes,Electricity,Yes,13 - 24 months,Yes,Officials of CDA regularly initiate meetings with Area Council Officials,0,0,0,1,0,,Men and women,Primary healthcare facility,,9.014501486355472 7.517656574566065 605.5967115747244 12.0,9.014501486355472,7.517656574566065,605.5967115747244,12.0,2016-08-01T11:48:30.800+01,2016-08-01T19:56:49.601+01,2016-08-01,1804372,1384128,6880489a-e5f5-42ad-ad51-2dabeff0de73,2016-08-01T20:10:45,64,1,1,1,1,1
